"Username","Vehicle.model","Lifetime.average.Wh.km","Your.mileage.km","Your.range.at.100.","X100..range.for.this.trim.level","Remaining.battery.capacity","Trendline.","x","y"
"trygvelo","Model S P85+",223,40532,367,395,0.93,1.516,40532,0.93
"TStolz","Model S 85D",214,90000,428,435,0.98,1.0964,90000,0.98
"TTheo","Model S 60",205,9161,280,284,0.99,1.7821,9161,0.99
"TTheo","Model S 60",216,14267,272,284,0.96,1.7388,14267,0.96
"TTheo","Model S 60",220,18793,272,284,0.96,1.7004,18793,0.96
"twall-e","Model S 70D",186,1700,363,360,1.01,1.8452,1700,1.01
"twall-e","Model S 70D",174,4000,354,360,0.98,1.8259,4000,0.98
"twall-e","Model S 70",218,6463,358,355,1.01,1.805,6463,1.01
"twall-e","Model S 70D",193,20000,344,360,0.96,1.6902,20000,0.96
"Ugliest1","Model S 85",210,45756,409,428,0.96,1.4717,45756,0.96
"UlrA","Model S 90D",220,99390,425,447,0.95,1.0168,99390,0.95
"univ","Model S 85D",256,41187,404,425,0.95,1.5105,41187,0.95
"univ","Model S 85D",248,169000,414,425,0.97,0.4264,169000,0.97
"univ","Model S 85D",249,228291,403,425,0.95,-0.0765,228291,0.95
"velociped77","Model S 70D",179,1340,364,360,1.01,1.8474,1340,1.01
"velociped77","Model S 70D",179,3177,364,360,1.01,1.8329,3177,1.01
"Verdi","Model S 90D",218,60968,435,447,0.97,1.3427,60968,0.97
"Viking","Model S 85",222,34822,377,395,0.95,1.5644,34822,0.95
"villena","Model S 85D",203,88932,410,425,0.96,1.1055,88932,0.96
"vmbert","Model 3 SR+",163,3717,379,415,0.91,1.8283,3717,0.91
"vmbert","Model 3 SR+",163,7366,369,415,0.89,1.7973,7366,0.89
"vmbert","Model 3 SR+",163,9923,371,415,0.89,1.7756,9923,0.89
"vmbert","Model 3 SR+",163,18957,369,415,0.89,1.699,18957,0.89
"Volker.Berlin","Model S 85",210,129000,360,395,0.91,0.7657,129000,0.91
"voll1","Model S 85",230,40108,386,395,0.98,1.5196,40108,0.98
"Wannes","Model S 85",204,69189,388,395,0.98,1.273,69189,0.98
"ward","Model S 85",254,57500,375,395,0.95,1.3721,57500,0.95
"WhiteStorm","Model S P100D",188,1364,488,483,1.01,1.8473,1364,1.01
"WhiteStorm","Model S P100D",NA,9695,484,483,1,1.7776,9695,1
"WhiteStorm","Model S P100D",182,13558,480,483,0.99,1.7448,13558,0.99
"WhiteStorm","Model S P100D",NA,48560,453,483,0.94,1.4479,48560,0.94
"widodh","Model S 85",221,49600,386,395,0.98,1.4391,49600,0.98
"widodh","Model S 85",221,54000,377,395,0.95,1.4018,54000,0.95
"widodh","Model S 85",227,59500,374,395,0.95,1.3551,59500,0.95
"widodh","Model S 85",224,63000,374,395,0.95,1.3254,63000,0.95
"widodh","Model S 85",226,68018,373,395,0.94,1.2829,68018,0.94
"widodh","Model S 85",225,74020,375,395,0.95,1.232,74020,0.95
"widodh","Model S 85",224,78500,375,395,0.95,1.194,78500,0.95
"widodh","Model S 85",223,81000,375,395,0.95,1.1728,81000,0.95
"widodh","Model S 85",219,90600,378,395,0.96,1.0914,90600,0.96
"widodh","Model S 85",211,99478,372,395,0.94,1.0161,99478,0.94
"widodh","Model S 85",223,106023,368,395,0.93,0.9605,106023,0.93
"widodh","Model S 85",224,211130,381,395,0.96,0.069,211130,0.96
"Willem","Unspecified 85 kWh",193,25050,391,395,0.99,1.6473,25050,0.99
"Wim S.","Model S 85",219,17800,386,395,0.98,1.7088,17800,0.98
"Wim S.","Model S 85",219,20500,378,395,0.96,1.6859,20500,0.96
"Wim S.","Model S 85",214,31960,378,395,0.96,1.5887,31960,0.96
"WLF46","Model S 75D",200,49000,372,384,0.97,1.4442,49000,0.97
"Wulli","Model S P85+",203,273200,360,395,0.91,-0.4574,273200,0.91
"x-ray","Unspecified 85 kWh",210,37000,374,395,0.95,1.546,37000,0.95
"Xfrank","Model S 60",207,14995,284,284,1,1.7326,14995,1
"Xfrank","Model S 60",208,19700,285,284,1,1.6927,19700,1
"Xfrank","Model S 60",211,23373,282,284,0.99,1.6616,23373,0.99
"Xfrank","Model S 60",213,27120,275,284,0.97,1.6298,27120,0.97
"Xfrank","Model S 60",210,31000,277,284,0.98,1.5969,31000,0.98
"Xfrank","Model S 60",209,35900,276,284,0.97,1.5553,35900,0.97
"Xfrank","Model S 60",209,39300,275,284,0.97,1.5265,39300,0.97
"Xfrank","Model S 60",208,40750,295,284,1.04,1.5142,40750,1.04
"Xfrank-85","Model S 85",218,3200,398,395,1.01,1.8327,3200,1.01
"XFrank-85","Model S P85",212,20500,386,395,0.98,1.6859,20500,0.98
"Xfrank-85","Model S 85",215,62010,385,395,0.97,1.3338,62010,0.97
"Xighting","Model S 85",223,48000,374,395,0.95,1.4527,48000,0.95
"Yannick","Model S 70D",221,10000,365,360,1.01,1.775,10000,1.01
"Zee","Model S 85D",222,4700,405,425,0.95,1.8199,4700,0.95
"Zee","Model S 85D",220,6950,403,425,0.95,1.8009,6950,0.95
"Zneip","Model S 85",202,61000,363,395,0.92,1.3424,61000,0.92
"Zneip","Model S 85",203,84000,379,395,0.96,1.1473,84000,0.96
"Zouteval","Model S 85",205,5650,399,395,1.01,1.8119,5650,1.01
"Zuid5.nl","Model S P85",203,23945,387,395,0.98,1.6567,23945,0.98
"Zuid5.nl","Model S P85",209,33000,384,395,0.97,1.5799,33000,0.97
"Zuid5.nl","Model S P85",207,45025,378,395,0.96,1.4779,45025,0.96
